handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_fcb56732-85f2-029b-77a4-ca3b74ac9564,Product,اوكسجين الصبغة  1000 مل,,2f334a_6219042806784c7582a7a7f100f38981~mv2.png,KEUNE,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,الوصف,"<p dir=""rtl"">يمنحك أفضل النتائج عند تلوين الشعر ، فهو يحمي الشعر ، ويحافظ على لون الشعر من التلاشى ، ويزيد من استقرار اللون.<br>
&nbsp;</p>
",الصفات,"<p dir=""rtl"">يحتوي Tinta Cream Developer على LP 300 الذي يمنع لون الشعر من التلاشي. Tinta كريم المطور هو المطور لتينتا كلر. يحتوي على مثبت اللون LP 300. لقد تم إستقرار Tinta Cream Developer بحيث تبقى النسبة H202 كما هي ، حتى في درجات الحرارة المرتفعة. يرجى هز العبوة قبل الاستخدام سيسهل صب المطور.</p>
",المكونات الرئيسية,"<p dir=""rtl"">المياه ، بيروكسيد الهيدروجين ، Ceteth-2 ، Steareth-20 ، Ceteareth-6 ، Cetearyl ، Tetrasodium Etidronate ، حمض الصفصاف ، حمض الفوسفوريك ، لوريل بيرولريدون ، ميثيلبارابين ، EDTA.<br>
&nbsp;</p>
",,,,,,,,,,,,,
product_9de4e93a-3a98-c8df-ffb9-1137a7246f34,Product,صبغة التينتا,,2f334a_82c55c1f314a43cebb8d4b3a4d5f60a1~mv2.png;2f334a_30712c654b534aae86376f1bf3381a02~mv2.jpg;2f334a_98614be1d4a048558108335155f812fe~mv2.png,KEUNE,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,الوصف,"<p dir=""rtl"">توفر حماية فروة الرأس ، وسهولة مزجها وتحمي الشعر أثناء الصبغ.<br>
&nbsp;</p>
",المبادئ,"<p dir=""rtl"">تم انتاجها باستخدام مكونات فائقة الجودة ، وتمنحك ""تينتا كلر"" إبداعًا لا نهائيًا. أربعة أسباب لبدء استخدام Tinta Color الآن: يبلسم بشكل رائع، تألق مثل الحرير، حامي من الأشعة فوق البنفسجية، لايعمل على تلطيخ فروة الشعر. ولا تعمل على تقصف الشعر و يوجد بها مواد خاصة تعطي اللون الطبيعي وتحتوي على فيتامينات</p>
",كيف تستعمل,"<p dir=""rtl"">للاستخدام المهني فقط ، يرجى استشارة مصفف الشعر الخاص بك.<br>
&nbsp;</p>
",فوائده,"<p dir=""rtl"">تستند Tinta color على كريم جوز الهند التي تحمي فروة الرأس من التلطيخ مع توفير رطوبة للشعر ، pearlescent يسهل عملية خلط اللون ويحمي الشعر اثناء الصبغ. حماية اللون الثلاثي هو السر وراء Tinta color: البروتين يغذي الشعر التالف. الشعر الذي هو في حالة أفضل يبقى أيضاً نابضاً بالحياة لفترة أطول. ستلاحظ نعومة وتحسن الشعر بعد الشطف. UV Protector Solamer UV protector يحمي الشعر من الأشعة فوق البنفسجية الضارة وتلاشى اللون. يحتوي Tinta color على LP 300 ، يعمل على تثبيت الصبغة بشكل افضل ويحمي بنية الشعر أثناء الصبغ. مما يؤدي إلى لون شعر طويل الأمد.</p>
",المكونات الرئيسية,"<p dir=""rtl"">بروتين الحرير. حماية للأشعة الفوق بنفسجية. LP 300 مثبت اللون.<br>
&nbsp;</p>
",,,,,,,,,
product_398f3929-a1c1-05d2-7e92-4567562a96b4,Product,بلسم للشعر المصبوغ 200 مل,,2f334a_4fb3d3c9107d44fc9ad9ce0f38793e90~mv2.png,KEUNE,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,الوصف,"<p dir=""rtl"">تركيبة غنية من مجموعة الحماية من Tinta Color ، يعتمد على البروتينات الحريرية والحماية من الأشعة فوق البنفسجية ومثبت اللون LP300 ، يعمل على إصلاح وتغذية الشعر ويمنع لونك من التلاشي.<br>
&nbsp;</p>
",المبادئ,"<p dir=""rtl"">إطالة عمر لون الصبغة. و الاستخدام المنتظم لهذا البلسم الفخم والخالي من الكبريتات والبارابين يحافظ على لون الشعر الغني بالحيوية بينما يغذي فروة الرأس بما يحتويه من بروتينات حريرية ومجمع Keion's Mineral Mineral الحاصل على براءة اختراع. وبذور دوار الشمس للحماية القصوى للشعر الملون.<br>
&nbsp;</p>
",فوائده,"<p dir=""rtl"">يمنع لون الشعر من التلاشي<br>
&nbsp;</p>
",المكونات الرئيسية,"<p dir=""rtl"">مجمع معدني أساسي ، بروتينات الحرير ، الحماية من الأشعة فوق البنفسجية ، مثبت اللون LP300 و بذور دوار الشمس.<br>
&nbsp;</p>
",استخدامه,"<p dir=""rtl"">ضعي بعض منه في الشعر وقومي بتغطيته بمنشفه جافه واتركيه من 1-3 دقائق واشطفيه. كما يمكن استخدامه للشعر الغير مصبوغ للتنعيم وترطيب الشعر كالحرير.<br>
&nbsp;</p>
",,,,,,,,,
product_47daac38-c88e-a539-459a-8b9185a61f88,Product,شامبو للشعر المصبوغ 250 مل,,2f334a_90753a5ecafb4bf58a4c3e9a284a9604~mv2.png,KEUNE,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,الوصف,"<p dir=""rtl"">انتج هذا الشامبو الخالي من الكبريتات والبارابين رغوة فاخرة بينما يمنع لون الشعر من التلاشي مع الحماية من الأشعة فوق البنفسجية ومثبت اللون LP300.</p>
",المبادئ,"<p dir=""rtl"">إطالة عمر لون الصبغة. و الاستخدام المنتظم لهذا الشامبو الفخم والخالي من الكبريتات والبارابين يحافظ على لون الشعر الغني بالحيوية بينما يغذي فروة الرأس بما يحتويه من بروتينات حريرية ومجمع Keion's Mineral Mineral الحاصل على براءة اختراع. وبذور دوار الشمس للحماية القصوى للشعر الملون.</p>
",فوائده,"<p dir=""rtl"">يمنع لون الشعر من التلاشي<br>
&nbsp;</p>
",المكونات الرئيسية,"<p dir=""rtl"">مجمع معدني أساسي ، حماية من الأشعة فوق البنفسجية ،مثبت ألوان LP300 ، بذور دوار الشمس و بروتين Sea Silk<br>
&nbsp;</p>
",استخدامه,"<p dir=""rtl"">ضعي بعض منه في الشعر المبلل واشطفيه اعيدي الكره اذا لزم ذلك.<br>
&nbsp;</p>
",,,,,,,,,
product_4fb651f5-18bc-b4c9-decd-e7c66addf6db,Product,بلسم يومي 250 مل,,2f334a_8a9e4f2933f94cc9a48602ece97bc0f9~mv2.png,KEUNE,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,الوصف,"<p dir=""rtl"">لترطيب الشعر ويجعله ناعم وقوي<br>
&nbsp;</p>
",االمبادئ,"<p dir=""rtl"">بلسم للشعر العادي الذي يزيد من مستوى البروتينات ويقوي الشعر ويعطيه الحجم.<br>
&nbsp;</p>
",كيف يستعمل,"<p dir=""rtl"">يستخدم والشعر مبلل يتم الفرك ويترك لمدة 2-3 دقائق ومن بعد اشطفيه.<br>
&nbsp;</p>
",فوائده,"<p dir=""rtl"">بلسم يومي يعمل على ترطيب الشعر وتغذيته ومزود بمجوعة من الفيتامينات. يحتوي على الكاتيون النشط (الغوار) لإضفاء &nbsp;ليونة للشعر. ويقلل من الكهرباء الساكنة على الشعر. مستخلص الخيزران يزيد مستوى البروتين ويترك الشعر قويًا وكثيفاً. يتحكم بانثينول في توازن الرطوبة ويضيف لمعانًا للشعر.&nbsp;</p>
",المكونات الرئيسية,"<p dir=""rtl"">الكاتيون (الغوار) مستخلص الخيزران. البانثينول.<br>
&nbsp;</p>
",,,,,,,,,
product_d7db8af7-db9f-4d00-1378-9ce91b6bc803,Product,شامبو يومي 250 مل,,2f334a_7d6c711847d34f609a45c07088f0e822~mv2.png,KEUNE,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,الوصف,"<p dir=""rtl""><span><span><span>لتنظيف</span></span>&nbsp;<span><span>الشعر</span></span>&nbsp;<span><span>بلطف</span></span>&nbsp;<span><span>يجعل الشعر قوي ولامع وناعم</span></span><span><span>.</span></span></span></p>
",المبادئ,"<p dir=""rtl""><span><span><span>شامبو</span></span>&nbsp;<span><span>للشعر</span></span>&nbsp;<span><span>العادي</span></span>&nbsp;<span><span>الذي</span></span>&nbsp;<span><span>يزيد</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>مستوى</span></span>&nbsp;<span><span>البروتينات</span></span>&nbsp;<span><span>ويقوي</span></span>&nbsp;<span><span>الشعر</span></span>&nbsp;<span><span>ويعطيه</span></span>&nbsp;<span><span>الحجم</span></span><span><span>.</span></span></span></p>
",كيف يستعمل,"<p dir=""rtl""><span><span><span>ضع</span></span>&nbsp;<span><span>شامبو</span></span>&nbsp;<span><span>الاستخدام</span></span>&nbsp;<span><span>اليومي</span></span>&nbsp;<span><span>على</span></span>&nbsp;<span><span>الشعر</span></span>&nbsp;<span><span>الرطب</span></span>&nbsp;<span><span>والتدليك حتى ظهور الرغوة</span></span><span><span>. </span></span><span><span>يشطف</span></span>&nbsp;<span><span>جيدا</span></span>&nbsp;<span><span>والتكرار</span></span>&nbsp;<span><span>إذا</span></span>&nbsp;<span><span>لزم</span></span>&nbsp;<span><span>الأمر</span></span><span><span>.</span></span></span></p>
",فوائده,"<p dir=""rtl""><span><span><span>ينظف</span></span>&nbsp;<span><span>الشعر</span></span>&nbsp;<span><span>ويغديه</span></span>&nbsp;<span><span>ويمنحه</span></span>&nbsp;<span><span>لمعانًا</span></span>&nbsp;<span><span>طبيعيًا. يحتوي</span></span>&nbsp;<span><span>على</span></span>&nbsp;<span><span>الكاتيون</span></span>&nbsp;<span><span>النشط</span></span><span><span>&nbsp;(</span></span><span><span>الغوار</span></span><span><span>) </span></span><span><span>لإضفاء </span></span>&nbsp;<span><span>ليونة للشعر</span></span><span><span>. </span></span><span><span>ويقلل</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الكهرباء</span></span>&nbsp;<span><span>الساكنة</span></span>&nbsp;<span><span>على</span></span>&nbsp;<span><span>الشعر</span></span><span><span>. </span></span><span><span>مستخلص</span></span>&nbsp;<span><span>الخيزران</span></span>&nbsp;<span><span>يزيد</span></span>&nbsp;<span><span>مستوى</span></span>&nbsp;<span><span>البروتين</span></span>&nbsp;<span><span>ويترك</span></span>&nbsp;<span><span>الشعر</span></span>&nbsp;<span><span>قويًا</span></span>&nbsp;<span><span>وكثيفاً</span></span><span><span>. </span></span><span><span>يتحكم</span></span>&nbsp;<span><span>بانثينول</span></span>&nbsp;<span><span>في</span></span>&nbsp;<span><span>توازن</span></span>&nbsp;<span><span>الرطوبة</span></span>&nbsp;<span><span>ويضيف</span></span>&nbsp;<span><span>لمعانًا</span></span>&nbsp;<span><span>للشعر</span></span><span><span>. </span></span></span></p>
",المكونات الرئيسية,"<p dir=""rtl""><span><span><span>الكاتيون (الغوار)</span></span>&nbsp;<span><span>مستخلص</span></span>&nbsp;<span><span>الخيزران</span></span><span><span>. </span></span><span><span>البانثينول</span></span><span><span>.</span></span></span></p>
",,,,,,,,,
product_2b85984c-4701-dd75-4591-db350934cefa,Product,زيت الساتين 95 مل,,2f334a_ace09c61044543e9af0a9796e1734a9f~mv2.png,KEUNE,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,الوصف,"<p dir=""rtl""><span><span><span>يمنحك</span></span>&nbsp;<span><span>زيت الساتين</span></span>&nbsp;<span><span>الفاخر</span></span>&nbsp;<span><span>شعراً</span></span>&nbsp;<span><span>صحيًا</span></span>&nbsp;<span><span>وناعمًا</span></span>&nbsp;<span><span>ولامعًا</span></span><span><span>. </span></span><span><span>ضع</span></span>&nbsp;<span><span>بلطف</span></span>&nbsp;<span><span>بضع</span></span>&nbsp;<span><span>قطرات</span></span>&nbsp;&nbsp;<span><span>بشعرك سواءً</span></span>&nbsp;<span><span>رطب</span></span>&nbsp;<span><span>أو</span></span>&nbsp;<span><span>جاف.</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>أجل</span></span>&nbsp;<span><span>الحصول</span></span>&nbsp;<span><span>على</span></span>&nbsp;<span><span>اللمعة</span></span>&nbsp;<span><span>النهائية</span></span>&nbsp;<span><span>والتغذية</span></span>&nbsp;<span><span>العميقة</span></span>&nbsp;<span><span>أضف</span></span>&nbsp;<span><span>القليل</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الزيت</span></span>&nbsp;<span><span>إلى</span></span>&nbsp;<span><span>البلسم</span></span>&nbsp;<span><span>أو</span></span>&nbsp;<span><span>قناع</span></span>&nbsp;<span><span>ساتين</span></span>&nbsp;<span><span>أويل</span></span>&nbsp;<span><span>لمده </span></span><span><span>5-10</span></span><span><span>&nbsp;دقائق ويشطف الشعر</span></span><span><span>.</span></span></span></p>

<p dir=""rtl""><span><span><span>وايضاً يمكنكم وضعه ليلاً بالشعر ويغطى بمنشفة جافة ويتم غسل الشعر اليوم التالي بشامبو زيت الساتين</span></span></span></p>
",المبادئ,"<p dir=""rtl""><span><span><span>دلل</span></span>&nbsp;<span><span>شعرك</span></span>&nbsp;<span><span>مع</span></span>&nbsp;<span><span>زيت</span></span>&nbsp;<span><span>الساتين</span></span>&nbsp;<span><span>،</span></span>&nbsp;<span><span>ظاهرة</span></span>&nbsp;<span><span>الجمال</span></span>&nbsp;<span><span>التي</span></span>&nbsp;<span><span>تحسن</span></span>&nbsp;<span><span>جودة</span></span>&nbsp;<span><span>شعرك</span></span>&nbsp;<span><span>بشكل</span></span>&nbsp;<span><span>واضح</span></span>&nbsp;<span><span>دون</span></span>&nbsp;<span><span>إضافة</span></span>&nbsp;<span><span>الشحوم</span></span>&nbsp;<span><span>أو</span></span>&nbsp;<span><span>الوزن</span></span><span><span>. </span></span><span><span>يتم</span></span>&nbsp;<span><span>تغذية</span></span>&nbsp;<span><span>كل</span></span>&nbsp;<span><span>شعره</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الداخل</span></span>&nbsp;<span><span>إلى</span></span>&nbsp;<span><span>الخارج</span></span>&nbsp;<span><span>بثلاثة</span></span>&nbsp;<span><span>أنواع</span></span>&nbsp;<span><span>مختلفة</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الزيوت</span></span><span><span>. </span></span><span><span>النتائج؟</span></span>&nbsp;<span><span>تألق</span></span>&nbsp;<span><span>فاتن</span></span>&nbsp;<span><span>ونعومة</span></span>&nbsp;<span><span>شعر وقوة</span></span>&nbsp;<span><span>لا</span></span>&nbsp;<span><span>تقاوم</span></span><span><span>.</span></span></span></p>
",الفوائد,"<p dir=""rtl""><span><span><span>تألق</span></span>&nbsp;<span><span>ونعومة</span></span>&nbsp;<span><span>شعر</span></span>&nbsp;<span><span>لا</span></span>&nbsp;<span><span>تقاوم</span></span>&nbsp;</span></p>
",المكونات الرئيسية,"<p dir=""rtl""><span><span><span>ثلاثة</span></span>&nbsp;<span><span>أنواع</span></span>&nbsp;<span><span>مختلفة</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الزيوت</span></span></span></p>
",,,,,,,,,,,
product_10b62bf2-9ef7-bf0d-e709-1e865b5f6770,Product,بلسم زيت الساتين 250 مل,,2f334a_979a2764532d4daf96b35cbe925c283f~mv2.png,KEUNE,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,الوصف,"<p dir=""rtl""><span><span><span>بلسم خصص لأصحاب الشعر الجاف والباهت، يغذي الشعرة من الداخل والخارج. يترك شعرك ناعم ومتألق ولامع.</span></span></span></p>
",المبادئ,"<p dir=""rtl""><span><span><span>دلل</span></span>&nbsp;<span><span>شعرك</span></span>&nbsp;<span><span>مع</span></span>&nbsp;<span><span>زيت</span></span>&nbsp;<span><span>الساتين</span></span>&nbsp;<span><span>،</span></span>&nbsp;<span><span>ظاهرة</span></span>&nbsp;<span><span>الجمال</span></span>&nbsp;<span><span>التي</span></span>&nbsp;<span><span>تحسن</span></span>&nbsp;<span><span>جودة</span></span>&nbsp;<span><span>شعرك</span></span>&nbsp;<span><span>بشكل</span></span>&nbsp;<span><span>واضح</span></span>&nbsp;<span><span>دون</span></span>&nbsp;<span><span>إضافة</span></span>&nbsp;<span><span>الشحوم</span></span>&nbsp;<span><span>أو</span></span>&nbsp;<span><span>الوزن</span></span><span><span>. </span></span><span><span>يتم</span></span>&nbsp;<span><span>تغذية</span></span>&nbsp;<span><span>كل</span></span>&nbsp;<span><span>شعره</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الداخل</span></span>&nbsp;<span><span>إلى</span></span>&nbsp;<span><span>الخارج</span></span>&nbsp;<span><span>بثلاثة</span></span>&nbsp;<span><span>أنواع</span></span>&nbsp;<span><span>مختلفة</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الزيوت</span></span><span><span>. </span></span><span><span>النتائج؟</span></span>&nbsp;<span><span>تألق</span></span>&nbsp;<span><span>فاتن</span></span>&nbsp;<span><span>ونعومة</span></span>&nbsp;<span><span>شعر وقوة</span></span>&nbsp;<span><span>لا</span></span>&nbsp;<span><span>تقاوم</span></span><span><span>.</span></span></span></p>
",فوائده,"<p dir=""rtl""><span><span><span>تألق</span></span>&nbsp;<span><span>فاتن</span></span>&nbsp;<span><span>ونعومه</span></span>&nbsp;<span><span>فاخرة</span></span><span><span>&nbsp;- </span></span><span><span>وشعر</span></span>&nbsp;<span><span>لا</span></span>&nbsp;<span><span>يقاوم</span></span>&nbsp;</span></p>
",المكونات الرئيسية,"<p dir=""rtl""><span><span><span>ثلاثة</span></span>&nbsp;<span><span>أنواع</span></span>&nbsp;<span><span>مختلفة</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الزيوت</span></span></span></p>
",,,,,,,,,,,
product_601e3a8e-7fd1-3561-3eec-34863618b7be,Product,شامبو زيت الساتين 300 مل,,2f334a_968bfc961de34667b0152fbf4f870252~mv2.png,KEUNE,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,الوصف,"<p dir=""rtl""><span><span><span>هذا</span></span>&nbsp;<span><span>الشامبو</span></span>&nbsp;<span><span>الخفيف</span></span>&nbsp;<span><span>مثالي</span></span>&nbsp;<span><span>لأولئك</span></span>&nbsp;<span><span>الذين</span></span>&nbsp;<span><span>يعانون</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الشعر</span></span>&nbsp;<span><span>الجاف</span></span><span><span>. </span></span><span><span>تركيبة</span></span>&nbsp;<span><span>خفيفة</span></span>&nbsp;<span><span>ومبتكرة</span></span>&nbsp;<span><span>تجعل</span></span>&nbsp;<span><span>الشعر</span></span>&nbsp;<span><span>منتعشًا</span></span>&nbsp;<span><span>وصحيًا</span></span>&nbsp;<span><span>ولامعًا</span></span>&nbsp;<span><span>بشكل</span></span>&nbsp;<span><span>رائع</span></span><span><span>.</span></span></span></p>
",المبادئ,"<p dir=""rtl""><span><span><span>دلل</span></span>&nbsp;<span><span>شعرك</span></span>&nbsp;<span><span>مع</span></span>&nbsp;<span><span>زيت</span></span>&nbsp;<span><span>الساتين</span></span>&nbsp;<span><span>،</span></span>&nbsp;<span><span>ظاهرة</span></span>&nbsp;<span><span>الجمال</span></span>&nbsp;<span><span>التي</span></span>&nbsp;<span><span>تحسن</span></span>&nbsp;<span><span>جودة</span></span>&nbsp;<span><span>شعرك</span></span>&nbsp;<span><span>بشكل</span></span>&nbsp;<span><span>واضح</span></span>&nbsp;<span><span>دون</span></span>&nbsp;<span><span>إضافة</span></span>&nbsp;<span><span>الشحوم</span></span>&nbsp;<span><span>أو</span></span>&nbsp;<span><span>الوزن</span></span><span><span>. </span></span><span><span>يتم</span></span>&nbsp;<span><span>تغذية</span></span>&nbsp;<span><span>كل</span></span>&nbsp;<span><span>شعره</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الداخل</span></span>&nbsp;<span><span>إلى</span></span>&nbsp;<span><span>الخارج</span></span>&nbsp;<span><span>بثلاثة</span></span>&nbsp;<span><span>أنواع</span></span>&nbsp;<span><span>مختلفة</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الزيوت</span></span><span><span>. </span></span><span><span>النتائج؟</span></span>&nbsp;<span><span>تألق</span></span>&nbsp;<span><span>فاتن</span></span>&nbsp;<span><span>ونعومة</span></span>&nbsp;<span><span>شعر وقوة</span></span>&nbsp;<span><span>لا</span></span>&nbsp;<span><span>تقاوم</span></span><span><span>.</span></span></span></p>
",الفوائد,"<p dir=""rtl""><span><span><span>تألق</span></span>&nbsp;<span><span>ونعومة ولمعان</span></span>&nbsp;<span><span>و</span></span>&nbsp;<span><span>شعر</span></span>&nbsp;<span><span>لا</span></span>&nbsp;<span><span>يقاوم</span></span>&nbsp;</span></p>
",المكونات الرئيسية,"<p dir=""rtl""><span><span><span>ثلاثة</span></span>&nbsp;<span><span>أنواع</span></span>&nbsp;<span><span>مختلفة</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الزيوت</span></span></span></p>
",,,,,,,,,,,
product_f621951a-cf5e-483c-1b35-881a3cad4a8b,Product,شامبو للشعر الجاف والمتقصف 300 مل,,2f334a_5e7288ff3405424a8ff87761bb6017af~mv2.png,KEUNE,,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,الوصف,"<p dir=""rtl""><span><span><span>يستعيد</span></span>&nbsp;<span><span>هذا</span></span>&nbsp;<span><span>الشامبو</span></span>&nbsp;<span><span>توازن</span></span>&nbsp;<span><span>رطوبة</span></span>&nbsp;<span><span>شعرك</span></span>&nbsp;<span><span>بينما</span></span>&nbsp;<span><span>يغذي</span></span>&nbsp;<span><span>بشكل</span></span>&nbsp;<span><span>مكثف</span></span>&nbsp;<span><span>كل</span></span>&nbsp;<span><span>خصلة</span></span>&nbsp;<span><span>على حده</span></span></span></p>
",المبادئ,"<p dir=""rtl""><span><span><span>هذا الشامبو مثالي اذا كان</span></span>&nbsp;<span><span>شعرك</span></span>&nbsp;<span><span>بحاجة</span></span>&nbsp;<span><span>إلى</span></span>&nbsp;<span><span>TLC</span></span><span><span>.</span></span><span><span>&nbsp;غني بالمعادن الأساسية و فايتمين </span></span><span><span>B5</span></span><span><span>&nbsp;و بروتين القمح يغذي ويرطب الشعر ، مع اعطاء لمعان للشعر</span></span>&nbsp;<span><span>.تعمل</span></span>&nbsp;<span><span>المكونات</span></span>&nbsp;<span><span>النشطة</span></span>&nbsp;<span><span>على</span></span>&nbsp;<span><span>ترطيب</span></span>&nbsp;<span><span>بنية</span></span>&nbsp;<span><span>الشعر</span></span>&nbsp;<span><span>الداخلية</span></span>&nbsp;<span><span>مع</span></span>&nbsp;<span><span>تكوين</span></span>&nbsp;<span><span>حاجز</span></span>&nbsp;<span><span>حول</span></span>&nbsp;<span><span>المناطق</span></span>&nbsp;<span><span>المتضررة</span></span>&nbsp;<span><span>،</span></span>&nbsp;<span><span>واستعادة</span></span>&nbsp;<span><span>وتجديد</span></span>&nbsp;<span><span>الشعرة</span></span>&nbsp;<span><span>المجهدة</span></span><span><span>. </span></span><span><span>كما</span></span>&nbsp;<span><span>يحمي</span></span>&nbsp;<span><span>شعرك</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الجفاف</span></span>&nbsp;<span><span>والأضرار</span></span>&nbsp;<span><span>البيئية</span></span>&nbsp;<span><span>والأشعة</span></span>&nbsp;<span><span>فوق</span></span>&nbsp;<span><span>البنفسجية</span></span>&nbsp;<span><span>الضارة</span></span><span><span>. </span></span><span><span>على</span></span>&nbsp;<span><span>نحو</span></span>&nbsp;<span><span>سلس</span></span>&nbsp;<span><span>وناعم</span></span>&nbsp;<span><span>وشعر</span></span>&nbsp;<span><span>لامع</span></span>&nbsp;<span><span>وجميل؟</span></span>&nbsp;<span><span>انها</span></span>&nbsp;<span><span>في</span></span>&nbsp;<span><span>متناول</span></span>&nbsp;<span><span>يدك</span></span><span><span>.</span></span></span></p>
",فوائده,"<p dir=""rtl""><span><span><span>حماية</span></span>&nbsp;<span><span>شعرك</span></span>&nbsp;<span><span>من</span></span>&nbsp;<span><span>الجفاف</span></span>&nbsp;<span><span>والأضرار</span></span>&nbsp;<span><span>البيئية</span></span>&nbsp;<span><span>والأشعة</span></span>&nbsp;<span><span>فوق</span></span>&nbsp;<span><span>البنفسجية</span></span>&nbsp;<span><span>الضارة</span></span></span></p>
",المكونات الرئيسية,"<p dir=""rtl""><span><span><span>فايتمين </span></span><span><span>B5</span></span><span><span>&nbsp;و بروتين القمح</span></span></span></p>
",,,,,,,,,,,
